日期,區別,里別,病例數
2015/08/22,南區,國宅里,1
2015/08/22,南區,廣州里,1
2015/08/22,北區,文成里,4
2015/08/22,北區,延平里,2
2015/08/22,中西區,大涼里,2
2015/08/22,中西區,藥王里,1
2015/08/22,北區,成德里,5
2015/08/22,永康區,勝利里,6
2015/08/22,中西區,民主里,3
2015/08/22,永康區,東橋里,2
2015/08/22,南區,新興里,4
2015/08/22,中西區,光賢里,1
2015/08/22,安南區,安東里,2
2015/08/22,東區,新東里,1
2015/08/22,新營區,大宏里,1
2015/08/22,東區,崇德里,1
2015/08/22,北區,玉皇里,2
2015/08/22,北區,和順里,8
2015/08/22,東區,大同里,2
2015/08/22,北區,元寶里,1
2015/08/22,北區,興南里,4
2015/08/22,安平區,平安里,1
2015/08/22,仁德區,仁和里,1
2015/08/22,新化區,武安里,1
2015/08/22,北區,三德里,2
2015/08/22,東區,崇文里,0
2015/08/22,中西區,永福里,1
2015/08/22,北區,重興里,2
2015/08/22,永康區,安康里,1
2015/08/22,歸仁區,西埔里,1
2015/08/22,中西區,福安里,2
2015/08/22,南區,新昌里,1
2015/08/22,麻豆區,油車里,1
2015/08/22,北區,東興里,2
2015/08/22,關廟區,香洋里,1
2015/08/22,新市區,三舍里,1
2015/08/22,安平區,育平里,1
2015/08/22,安南區,海西里,1
2015/08/22,仁德區,一甲里,1
2015/08/22,南區,田寮里,1
2015/08/22,新營區,好平里,1
2015/08/22,南區,金華里,2
2015/08/22,永康區,五王里,2
2015/08/22,永康區,三民里,1
2015/08/23,歸仁區,大廟里,1
2015/08/23,安南區,海東里,1
2015/08/23,安南區,梅花里,1
2015/08/23,北區,公園里,1
2015/08/23,北區,永祥里,2
2015/08/23,北區,成功里,3
2015/08/23,永康區,尚頂里,1
2015/08/23,北區,中樓里,3
2015/08/23,安平區,港仔里,1
2015/08/23,中西區,法華里,3
2015/08/23,仁德區,大甲里,1
2015/08/23,東區,裕農里,1
2015/08/23,安南區,溪東里,2
2015/08/23,東區,虎尾里,1
2015/08/23,安南區,海南里,1
2015/08/23,永康區,復國里,1
2015/08/23,北區,六甲里,4
2015/08/23,南區,南都里,2
2015/08/23,中西區,大南里,1
2015/08/23,北區,延平里,5
2015/08/23,永康區,大橋里,2
2015/08/23,安南區,溪頂里,5
2015/08/23,北區,長榮里,1
2015/08/23,北區,大和里,2
2015/08/23,南區,明亮里,1
2015/08/23,北區,興南里,2
2015/08/23,南區,文華里,2
2015/08/23,永康區,龍潭里,1
2015/08/23,北區,振興里,4
2015/08/23,北區,仁愛里,1
2015/08/23,北區,小康里,3
2015/08/23,東區,大學里,2
2015/08/23,安南區,理想里,1
2015/08/23,安南區,幸福里,3
2015/08/23,南區,永寧里,1
2015/08/23,南區,府南里,2
2015/08/23,安南區,州南里,1
2015/08/23,仁德區,仁德里,1
2015/08/23,南區,田寮里,1
2015/08/23,中西區,福安里,3
2015/08/23,中西區,民生里,2
2015/08/23,永康區,南灣里,1
2015/08/23,東區,中西里,1
2015/08/23,中西區,中正里,2
2015/08/23,仁德區,成功里,1
2015/08/23,東區,小東里,2
2015/08/23,麻豆區,港尾里,1
2015/08/23,佳里區,佳化里,1
2015/08/23,中西區,文賢里,1
2015/08/23,北區,華興里,2
2015/08/23,中西區,西賢里,1
2015/08/23,學甲區,光華里,1
2015/08/23,中西區,民權里,3
2015/08/23,東區,自強里,1
2015/08/23,南區,彰南里,1
2015/08/23,中西區,協進里,1
2015/08/23,關廟區,布袋里,1
2015/08/23,仁德區,太子里,1
2015/08/23,北區,國姓里,3
2015/08/23,永康區,北灣里,1
2015/08/23,歸仁區,六甲里,1
2015/08/23,官田區,二鎮里,1
2015/08/23,北區,大港里,1
2015/08/23,歸仁區,崙頂里,1
2015/08/23,南區,開南里,3
2015/08/23,東區,泉南里,1
2015/08/23,北區,開元里,1
2015/08/23,北區,玉皇里,2
2015/08/23,安南區,大安里,1
2015/08/23,北區,大山里,1
2015/08/23,北區,賢北里,1
2015/08/23,南區,喜東里,1
2015/08/23,東區,裕聖里,1
2015/08/23,永康區,永康里,2
2015/08/23,南區,建南里,1
2015/08/23,北區,興北里,2
2015/08/23,北區,實踐里,4
2015/08/23,永康區,二王里,1
2015/08/23,安平區,文平里,3
2015/08/23,南區,光明里,1
2015/08/23,永康區,中華里,1
2015/08/23,東區,圍下里,2
2015/08/23,東區,東光里,1
2015/08/23,永康區,烏竹里,1
2015/08/23,北區,文元里,2
2015/08/23,北區,大豐里,2
2015/08/23,南區,大恩里,5
2015/08/23,南區,文南里,3
2015/08/23,永康區,復華里,1
2015/08/23,東區,崇明里,1
2015/08/23,佳里區,安西里,1
2015/08/23,北區,勝安里,3
2015/08/23,北區,文成里,1
2015/08/23,北區,正覺里,6
2015/08/23,中西區,大涼里,2
2015/08/23,中西區,藥王里,1
2015/08/23,永康區,崑山里,1
2015/08/23,永康區,西勢里,1
2015/08/23,南區,明興里,4
2015/08/23,東區,成大里,1
2015/08/23,永康區,勝利里,2
2015/08/23,中西區,民主里,3
2015/08/23,永康區,東橋里,1
2015/08/23,南區,新興里,5
2015/08/23,安南區,安東里,2
2015/08/23,南區,興農里,1
2015/08/23,永康區,西橋里,3
2015/08/23,北區,五福里,2
2015/08/23,永康區,網寮里,1
2015/08/23,北區,和順里,5
2015/08/23,安南區,國安里,1
2015/08/23,中西區,光賢里,1
2015/08/23,永康區,埔園里,2
2015/08/23,安平區,平安里,1
2015/08/23,西港區,劉厝里,2
2015/08/23,北區,國興里,2
2015/08/23,東區,後甲里,1
2015/08/23,北區,正風里,2
2015/08/23,北區,成德里,3
2015/08/23,新化區,豐榮里,1
2015/08/23,北區,重興里,1
2015/08/23,永康區,安康里,1
2015/08/23,東區,崇誨里,1
2015/08/23,南區,金華里,3
2015/08/23,歸仁區,歸仁里,1
2015/08/23,南區,南華里,1
2015/08/23,安定區,港南里,1
2015/08/23,南區,新昌里,1
2015/08/23,歸仁區,新厝里,1
2015/08/23,北區,東興里,3
2015/08/23,中西區,建國里,1
2015/08/23,東區,崇信里,1
2015/08/23,安南區,海西里,1
2015/08/23,中西區,三合里,1
2015/08/23,新市區,永就里,1
2015/08/23,東區,關聖里,2
2015/08/23,中西區,仙草里,3
2015/08/23,新化區,全興里,1
2015/08/23,安南區,安慶里,1
2015/08/23,左鎮區,草山里,1
2015/08/23,歸仁區,許厝里,1
2015/08/23,南區,日新里,1
2015/08/24,安南區,海東里,2
2015/08/24,安平區,育平里,3
2015/08/24,安南區,梅花里,2
2015/08/24,北區,公園里,2
2015/08/24,中西區,郡西里,1
2015/08/24,北區,成功里,6
2015/08/24,永康區,尚頂里,1
2015/08/24,北區,中樓里,3
2015/08/24,中西區,保安里,1
2015/08/24,永康區,六合里,1
2015/08/24,中西區,西賢里,1
2015/08/24,仁德區,大甲里,1
2015/08/24,安南區,溪東里,2
2015/08/24,永康區,復國里,1
2015/08/24,北區,六甲里,4
2015/08/24,安南區,新順里,2
2015/08/24,南區,南都里,1
2015/08/24,北區,正覺里,7
2015/08/24,南區,彰南里,1
2015/08/24,東區,富裕里,0
2015/08/24,安南區,溪頂里,2
2015/08/24,東區,東聖里,1
2015/08/24,南區,開南里,2
2015/08/24,永康區,中華里,1
2015/08/24,新化區,清水里,1
2015/08/24,南區,文華里,1
2015/08/24,永康區,龍潭里,4
2015/08/24,柳營區,光福里,1
2015/08/24,永康區,鹽洲里,1
2015/08/24,新化區,崙頂里,1
2015/08/24,北區,永祥里,6
2015/08/24,中西區,青年里,1
2015/08/24,北區,裕民里,2
2015/08/24,東區,大學里,2
2015/08/24,北區,安民里,1
2015/08/24,安平區,國平里,2
2015/08/24,安南區,幸福里,2
2015/08/24,北區,小康里,4
2015/08/24,南區,府南里,1
2015/08/24,東區,龍山里,1
2015/08/24,東區,小東里,4
2015/08/24,永康區,甲頂里,1
2015/08/24,南區,再興里,2
2015/08/24,西港區,竹林里,1
2015/08/24,善化區,光文里,1
2015/08/24,北區,長德里,3
2015/08/24,永康區,南灣里,1
2015/08/24,北區,勝安里,2
2015/08/24,中西區,中正里,4
2015/08/24,安南區,安西里,1
2015/08/24,中西區,普濟里,1
2015/08/24,安南區,安富里,2
2015/08/24,中西區,文賢里,1
2015/08/24,新化區,太平里,1
2015/08/24,中西區,赤嵌里,1
2015/08/24,北區,華興里,2
2015/08/24,永康區,二王里,1
2015/08/24,中西區,民權里,2
2015/08/24,永康區,大橋里,1
2015/08/24,南區,明亮里,2
2015/08/24,北區,長榮里,1
2015/08/24,中西區,三民里,1
2015/08/24,北區,國姓里,1
2015/08/24,南區,文南里,2
2015/08/24,新化區,東榮里,2
2015/08/24,安南區,公親里,1
2015/08/24,安南區,城南里,1
2015/08/24,東區,大智里,2
2015/08/24,佳里區,建南里,2
2015/08/24,永康區,西灣里,2
2015/08/24,北區,成德里,5
2015/08/24,北區,玉皇里,1
2015/08/24,北區,國興里,2
2015/08/24,安南區,理想里,1
2015/08/24,仁德區,仁和里,1
2015/08/24,南區,喜東里,1
2015/08/24,永康區,永康里,1
2015/08/24,南區,建南里,2
2015/08/24,南區,國宅里,3
2015/08/24,安定區,蘇林里,1
2015/08/24,北區,實踐里,5
2015/08/24,北區,力行里,1
2015/08/24,永康區,正強里,1
2015/08/24,安南區,州南里,1
2015/08/24,北區,文元里,2
2015/08/24,北區,大豐里,2
2015/08/24,南區,大恩里,2
2015/08/24,東區,富強里,2
2015/08/24,永康區,王行里,1
2015/08/24,東區,衛國里,1
2015/08/24,中西區,民主里,1
2015/08/24,中西區,元安里,1
2015/08/24,北區,大道里,1
2015/08/24,佳里區,安西里,1
2015/08/24,南區,廣州里,2
2015/08/24,北區,文成里,1
2015/08/24,中西區,水仙里,1
2015/08/24,中西區,大涼里,3
2015/08/24,中西區,藥王里,1
2015/08/24,安南區,佃西里,1
2015/08/24,東區,崇善里,1
2015/08/24,北區,延平里,3
2015/08/24,安平區,海頭里,1
2015/08/24,中西區,安海里,1
2015/08/24,北區,賢北里,1
2015/08/24,永康區,勝利里,1
2015/08/24,歸仁區,大潭里,1
2015/08/24,北區,開元里,3
2015/08/24,南區,田寮里,3
2015/08/24,中西區,光賢里,1
2015/08/24,中西區,公正里,1
2015/08/24,北區,元寶里,1
2015/08/24,東區,新東里,2
2015/08/24,永康區,埔園里,1
2015/08/24,學甲區,新榮里,1
2015/08/24,北區,五福里,1
2015/08/24,安平區,平通里,1
2015/08/24,南區,新生里,1
2015/08/24,永康區,網寮里,1
2015/08/24,北區,和順里,3
2015/08/24,東區,大同里,2
2015/08/24,安南區,布袋里,1
2015/08/24,北區,興南里,2
2015/08/24,柳營區,士林里,1
2015/08/24,安南區,溪墘里,1
2015/08/24,東區,後甲里,1
2015/08/24,北區,正風里,2
2015/08/24,永康區,復興里,1
2015/08/24,北區,三德里,5
2015/08/24,永康區,中興里,3
2015/08/24,東區,崇文里,1
2015/08/24,中西區,永福里,1
2015/08/24,北區,重興里,1
2015/08/24,永康區,安康里,6
2015/08/24,東區,莊敬里,1
2015/08/24,中西區,西湖里,1
2015/08/24,新化區,北勢里,1
2015/08/24,中西區,福安里,1
2015/08/24,南區,新昌里,2
2015/08/24,安平區,金城里,1
2015/08/24,北區,東興里,1
2015/08/24,佳里區,通興里,1
2015/08/24,南區,南華里,2
2015/08/24,中西區,建國里,1
2015/08/24,東區,崇信里,1
2015/08/24,安平區,建平里,2
2015/08/24,東區,德高里,1
2015/08/24,東區,關聖里,1
2015/08/24,佳里區,六安里,1
2015/08/24,北區,振興里,1
2015/08/24,新化區,全興里,1
2015/08/24,安南區,安慶里,2
2015/08/24,南區,金華里,2
2015/08/24,永康區,五王里,1
2015/08/25,安南區,海東里,1
2015/08/25,安平區,育平里,1
2015/08/25,安南區,梅花里,1
2015/08/25,北區,公園里,1
2015/08/25,北區,永祥里,5
2015/08/25,北區,成功里,3
2015/08/25,永康區,尚頂里,1
2015/08/25,北區,中樓里,1
2015/08/25,永康區,六合里,2
2015/08/25,中西區,西賢里,2
2015/08/25,安南區,頂安里,0
2015/08/25,安南區,溪北里,2
2015/08/25,北區,六甲里,6
2015/08/25,永康區,鹽行里,2
2015/08/25,永康區,二王里,2
2015/08/25,中西區,大南里,1
2015/08/25,北區,正覺里,5
2015/08/25,東區,中西里,1
2015/08/25,北區,大和里,1
2015/08/25,永康區,龍潭里,1
2015/08/25,北區,振興里,1
2015/08/25,北區,仁愛里,5
2015/08/25,永康區,正強里,1
2015/08/25,北區,裕民里,1
2015/08/25,北區,安民里,1
2015/08/25,安平區,國平里,3
2015/08/25,安南區,幸福里,1
2015/08/25,北區,小康里,3
2015/08/25,安南區,溪墘里,2
2015/08/25,東區,龍山里,1
2015/08/25,東區,小東里,1
2015/08/25,永康區,甲頂里,1
2015/08/25,南區,府南里,2
2015/08/25,仁德區,仁德里,1
2015/08/25,南區,鯤鯓里,1
2015/08/25,新化區,東榮里,1
2015/08/25,北區,長德里,2
2015/08/25,中西區,民生里,2
2015/08/25,佳里區,安西里,1
2015/08/25,中西區,中正里,3
2015/08/25,左鎮區,光和里,1
2015/08/25,東區,和平里,1
2015/08/25,安南區,安富里,2
2015/08/25,東區,文聖里,2
2015/08/25,中西區,法華里,1
2015/08/25,中西區,民權里,4
2015/08/25,永康區,大橋里,1
2015/08/25,南區,大恩里,1
2015/08/25,仁德區,太子里,1
2015/08/25,東區,富強里,2
2015/08/25,東區,路東里,1
2015/08/25,安平區,金城里,1
2015/08/25,新營區,延平里,2
2015/08/25,北區,大港里,1
2015/08/25,安南區,城南里,1
2015/08/25,東區,大智里,1
2015/08/25,安平區,華平里,1
2015/08/25,佳里區,建南里,1
2015/08/25,北區,開元里,2
2015/08/25,安南區,佃東里,1
2015/08/25,北區,玉皇里,4
2015/08/25,北區,國興里,1
2015/08/25,中西區,三合里,2
2015/08/25,南區,新興里,6
2015/08/25,北區,三德里,2
2015/08/25,安南區,國安里,1
2015/08/25,北區,實踐里,5
2015/08/25,北區,力行里,1
2015/08/25,北區,新勝里,2
2015/08/25,永康區,三合里,2
2015/08/25,東區,圍下里,2
2015/08/25,中西區,安海里,1
2015/08/25,北區,大豐里,3
2015/08/25,安南區,州北里,1
2015/08/25,南區,文南里,3
2015/08/25,安南區,大安里,1
2015/08/25,永康區,復華里,1
2015/08/25,南區,白雪里,1
2015/08/25,北區,大道里,1
2015/08/25,東區,東明里,2
2015/08/25,北區,文成里,2
2015/08/25,中西區,水仙里,1
2015/08/25,中西區,藥王里,1
2015/08/25,東區,崇善里,2
2015/08/25,北區,延平里,2
2015/08/25,南區,南華里,1
2015/08/25,東區,成大里,1
2015/08/25,永康區,勝利里,3
2015/08/25,中西區,民主里,3
2015/08/25,永康區,復國里,1
2015/08/25,東區,忠孝里,2
2015/08/25,中西區,公正里,1
2015/08/25,永康區,西橋里,1
2015/08/25,北區,五福里,1
2015/08/25,善化區,東隆里,1
2015/08/25,北區,和順里,6
2015/08/25,東區,大同里,2
2015/08/25,北區,興南里,1
2015/08/25,安平區,平安里,1
2015/08/25,北區,正風里,3
2015/08/25,北區,成德里,6
2015/08/25,永康區,中興里,1
2015/08/25,新市區,新市里,1
2015/08/25,永康區,安康里,3
2015/08/25,東區,莊敬里,1
2015/08/25,中西區,西湖里,1
2015/08/25,南區,大成里,1
2015/08/25,南區,新昌里,2
2015/08/25,安南區,安順里,2
2015/08/25,東區,崇明里,1
2015/08/25,新化區,知義里,1
2015/08/25,北區,東興里,3
2015/08/25,中西區,建國里,2
2015/08/25,安平區,建平里,4
2015/08/25,東區,東門里,1
2015/08/25,南區,田寮里,1
2015/08/25,新化區,全興里,1
2015/08/25,安南區,安慶里,1
2015/08/25,南區,金華里,5
2015/08/25,永康區,五王里,2
2015/08/25,仁德區,仁愛里,1
2015/08/25,柳營區,八翁里,1
2015/08/26,南區,建南里,1
2015/08/26,安南區,海東里,1
2015/08/26,安平區,育平里,1
2015/08/26,安南區,梅花里,1
2015/08/26,北區,公園里,1
2015/08/26,中西區,郡西里,2
2015/08/26,北區,成功里,4
2015/08/26,永康區,尚頂里,2
2015/08/26,北區,中樓里,1
2015/08/26,安南區,學東里,1
2015/08/26,永康區,三合里,2
2015/08/26,安南區,溪東里,1
2015/08/26,東區,南聖里,1
2015/08/26,南區,郡南里,1
2015/08/26,中西區,民權里,3
2015/08/26,東區,忠孝里,1
2015/08/26,南區,南都里,1
2015/08/26,中西區,大南里,1
2015/08/26,北區,正覺里,5
2015/08/26,南區,彰南里,1
2015/08/26,東區,復興里,1
2015/08/26,安南區,溪頂里,4
2015/08/26,北區,長榮里,1
2015/08/26,玉井區,三埔里,1
2015/08/26,南區,開南里,3
2015/08/26,南區,文華里,3
2015/08/26,安南區,幸福里,2
2015/08/26,中西區,仙草里,2
2015/08/26,安平區,億載里,1
2015/08/26,北區,安民里,1
2015/08/26,安平區,國平里,2
2015/08/26,南區,大忠里,1
2015/08/26,北區,小康里,1
2015/08/26,安南區,溪墘里,1
2015/08/26,安南區,州南里,2
2015/08/26,南區,再興里,1
2015/08/26,東區,路東里,1
2015/08/26,永康區,六合里,1
2015/08/26,南區,新興里,2
2015/08/26,北區,長德里,1
2015/08/26,中西區,民生里,3
2015/08/26,永康區,南灣里,1
2015/08/26,佳里區,安西里,1
2015/08/26,中西區,中正里,1
2015/08/26,東區,小東里,1
2015/08/26,中西區,普濟里,2
2015/08/26,東區,和平里,1
2015/08/26,北區,大豐里,2
2015/08/26,中西區,赤嵌里,2
2015/08/26,官田區,隆田里,1
2015/08/26,中西區,法華里,1
2015/08/26,中西區,協和里,1
2015/08/26,北區,六甲里,6
2015/08/26,永康區,大橋里,1
2015/08/26,南區,大恩里,3
2015/08/26,北區,國姓里,2
2015/08/26,北區,大仁里,1
2015/08/26,新化區,知義里,1
2015/08/26,善化區,南關里,1
2015/08/26,新營區,延平里,1
2015/08/26,北區,大港里,1
2015/08/26,山上區,南洲里,1
2015/08/26,佳里區,忠仁里,1
2015/08/26,東區,大智里,1
2015/08/26,北區,開元里,2
2015/08/26,安南區,塭南里,1
2015/08/26,安南區,淵西里,2
2015/08/26,北區,玉皇里,1
2015/08/26,北區,國興里,1
2015/08/26,北區,大山里,1
2015/08/26,東區,東門里,1
2015/08/26,歸仁區,大廟里,1
2015/08/26,南區,國宅里,2
2015/08/26,北區,實踐里,2
2015/08/26,安南區,淵東里,1
2015/08/26,安南區,理想里,1
2015/08/26,安南區,安西里,1
2015/08/26,中西區,安海里,3
2015/08/26,安南區,州北里,2
2015/08/26,南區,文南里,2
2015/08/26,永康區,鹽行里,3
2015/08/26,東區,衛國里,1
2015/08/26,安南區,海佃里,1
2015/08/26,東區,東明里,1
2015/08/26,東區,東安里,1
2015/08/26,安南區,長安里,2
2015/08/26,中西區,元安里,1
2015/08/26,仁德區,土庫里,1
2015/08/26,南區,府南里,1
2015/08/26,南區,廣州里,1
2015/08/26,北區,文成里,2
2015/08/26,東區,東智里,3
2015/08/26,新營區,新北里,1
2015/08/26,東區,崇善里,2
2015/08/26,北區,成德里,6
2015/08/26,永康區,勝利里,3
2015/08/26,中西區,民主里,2
2015/08/26,永康區,東橋里,1
2015/08/26,學甲區,平和里,1
2015/08/26,南區,田寮里,2
2015/08/26,中西區,光賢里,1
2015/08/26,中西區,公正里,1
2015/08/26,東區,東聖里,1
2015/08/26,安平區,平通里,3
2015/08/26,北區,延平里,1
2015/08/26,東區,德光里,1
2015/08/26,北區,和順里,4
2015/08/26,北區,元寶里,1
2015/08/26,北區,興南里,2
2015/08/26,東區,後甲里,1
2015/08/26,新化區,太平里,1
2015/08/26,永康區,鹽洲里,1
2015/08/26,北區,三德里,5
2015/08/26,安南區,安慶里,1
2015/08/26,東區,崇文里,1
2015/08/26,永康區,安康里,2
2015/08/26,南區,南華里,5
2015/08/26,永康區,五王里,2
2015/08/26,東區,崇明里,2
2015/08/26,安平區,金城里,1
2015/08/26,新化區,協興里,1
2015/08/26,永康區,龍潭里,1
2015/08/26,東區,崇信里,1
2015/08/26,南區,佛壇里,2
2015/08/26,中西區,三合里,3
2015/08/26,北區,永祥里,7
2015/08/26,新營區,興安里,1
2015/08/26,東區,裕聖里,1
2015/08/26,北區,振興里,1
2015/08/26,安定區,中沙里,1
2015/08/26,中西區,天后里,1
2015/08/26,南區,金華里,4
2015/08/26,歸仁區,許厝里,1
2015/08/27,中西區,青年里,1
2015/08/27,安南區,梅花里,1
2015/08/27,北區,公園里,1
2015/08/27,中西區,郡西里,1
2015/08/27,南區,大忠里,2
2015/08/27,永康區,尚頂里,1
2015/08/27,北區,中樓里,3
2015/08/27,中西區,保安里,1
2015/08/27,永康區,六合里,3
2015/08/27,安南區,溪東里,1
2015/08/27,東區,虎尾里,1
2015/08/27,永康區,勝利里,2
2015/08/27,安南區,溪北里,3
2015/08/27,中西區,民權里,10
2015/08/27,安南區,新順里,1
2015/08/27,北區,力行里,1
2015/08/27,中西區,大南里,1
2015/08/27,北區,延平里,2
2015/08/27,安南區,溪頂里,1
2015/08/27,北區,長榮里,2
2015/08/27,北區,大和里,1
2015/08/27,南區,開南里,1
2015/08/27,永康區,中華里,2
2015/08/27,南區,文華里,4
2015/08/27,永康區,龍潭里,1
2015/08/27,東區,崇誨里,3
2015/08/27,北區,仁愛里,2
2015/08/27,關廟區,埤頭里,1
2015/08/27,北區,裕民里,1
2015/08/27,安南區,海南里,1
2015/08/27,安南區,淵中里,1
2015/08/27,安南區,幸福里,3
2015/08/27,北區,小康里,2
2015/08/27,安南區,溪墘里,3
2015/08/27,東區,龍山里,1
2015/08/27,南區,府南里,0
2015/08/27,仁德區,仁德里,3
2015/08/27,中西區,銀同里,1
2015/08/27,南區,鯤鯓里,1
2015/08/27,南區,新興里,2
2015/08/27,中西區,安海里,2
2015/08/27,中西區,民生里,5
2015/08/27,北區,勝安里,1
2015/08/27,北區,成功里,4
2015/08/27,中西區,中正里,3
2015/08/27,柳營區,人和里,1
2015/08/27,中西區,普濟里,1
2015/08/27,安南區,安富里,1
2015/08/27,北區,大豐里,3
2015/08/27,永康區,成功里,3
2015/08/27,中西區,赤嵌里,1
2015/08/27,永康區,鹽行里,1
2015/08/27,歸仁區,七甲里,1
2015/08/27,中西區,協和里,1
2015/08/27,北區,六甲里,6
2015/08/27,永康區,大橋里,4
2015/08/27,南區,明亮里,1
2015/08/27,中西區,三民里,2
2015/08/27,南區,文南里,1
2015/08/27,東區,路東里,1
2015/08/27,新化區,知義里,1
2015/08/27,新營區,延平里,3
2015/08/27,北區,大港里,2
2015/08/27,安南區,城南里,1
2015/08/27,安南區,州北里,1
2015/08/27,關廟區,下湖里,1
2015/08/27,北區,正覺里,7
2015/08/27,東區,成大里,1
2015/08/27,北區,開元里,1
2015/08/27,北區,興北里,1
2015/08/27,仁德區,二行里,1
2015/08/27,南區,日新里,1
2015/08/27,南區,同安里,1
2015/08/27,北區,賢北里,1
2015/08/27,南區,喜東里,1
2015/08/27,中西區,三合里,5
2015/08/27,永康區,永康里,2
2015/08/27,南區,國宅里,1
2015/08/27,北區,實踐里,2
2015/08/27,永康區,二王里,1
2015/08/27,安平區,文平里,2
2015/08/27,南區,光明里,1
2015/08/27,安南區,淵東里,1
2015/08/27,安南區,州南里,2
2015/08/27,東區,東光里,2
2015/08/27,北區,文元里,1
2015/08/27,北區,長德里,1
2015/08/27,南區,大恩里,4
2015/08/27,東區,富強里,1
2015/08/27,學甲區,新達里,1
2015/08/27,東區,衛國里,1
2015/08/27,安南區,海佃里,2
2015/08/27,永康區,復華里,1
2015/08/27,安南區,長安里,2
2015/08/27,北區,文成里,2
2015/08/27,中西區,水仙里,3
2015/08/27,中西區,大涼里,1
2015/08/27,中西區,藥王里,4
2015/08/27,東區,大德里,2
2015/08/27,南區,竹溪里,1
2015/08/27,北區,成德里,3
2015/08/27,永康區,西勢里,1
2015/08/27,北區,和順里,5
2015/08/27,北區,振興里,1
2015/08/27,南區,郡南里,3
2015/08/27,中西區,民主里,4
2015/08/27,學甲區,仁得里,2
2015/08/27,永康區,三合里,1
2015/08/27,南區,田寮里,4
2015/08/27,西港區,慶安里,1
2015/08/27,安南區,塭南里,1
2015/08/27,北區,興南里,2
2015/08/27,北區,五福里,3
2015/08/27,安平區,平通里,1
2015/08/27,安平區,怡平里,3
2015/08/27,南區,新生里,1
2015/08/27,南區,明興里,2
2015/08/27,東區,大同里,1
2015/08/27,中西區,光賢里,2
2015/08/27,安南區,城中里,1
2015/08/27,北區,正風里,2
2015/08/27,永康區,鹽洲里,1
2015/08/27,北區,三德里,4
2015/08/27,仁德區,保安里,1
2015/08/27,關廟區,香洋里,1
2015/08/27,永康區,安康里,3
2015/08/27,東區,莊敬里,1
2015/08/27,中西區,西湖里,2
2015/08/27,永康區,東灣里,1
2015/08/27,南區,荔宅里,1
2015/08/27,南區,大成里,1
2015/08/27,南區,新昌里,1
2015/08/27,安南區,佃西里,2
2015/08/27,安平區,金城里,1
2015/08/27,北區,東興里,2
2015/08/27,安南區,安和里,2
2015/08/27,中西區,開山里,1
2015/08/27,中西區,建國里,1
2015/08/27,東區,崇信里,2
2015/08/27,東區,自強里,1
2015/08/27,北區,永祥里,5
2015/08/27,佳里區,六安里,1
2015/08/27,安南區,溪心里,1
2015/08/27,新營區,好平里,1
2015/08/27,中西區,仙草里,1
2015/08/27,永康區,中興里,1
2015/08/27,南區,金華里,2
2015/08/27,永康區,五王里,2
2015/08/28,安南區,梅花里,1
2015/08/28,北區,成德里,4
2015/08/28,北區,永祥里,11
2015/08/28,北區,成功里,4
2015/08/28,永康區,尚頂里,2
2015/08/28,北區,中樓里,1
2015/08/28,中西區,保安里,1
2015/08/28,永康區,六合里,2
2015/08/28,中西區,西賢里,2
2015/08/28,東區,裕農里,2
2015/08/28,安南區,溪東里,1
2015/08/28,新市區,社內里,1
2015/08/28,永康區,復國里,1
2015/08/28,中西區,民權里,1
2015/08/28,安南區,新順里,1
2015/08/28,北區,力行里,2
2015/08/28,北區,正覺里,5
2015/08/28,安南區,溪頂里,3
2015/08/28,北區,長榮里,1
2015/08/28,將軍區,鯤溟里,1
2015/08/28,北區,大和里,1
2015/08/28,南區,開南里,3
2015/08/28,歸仁區,南保里,1
2015/08/28,南區,文華里,5
2015/08/28,永康區,龍潭里,1
2015/08/28,永康區,鹽洲里,2
2015/08/28,東區,莊敬里,1
2015/08/28,北區,大山里,2
2015/08/28,北區,振興里,3
2015/08/28,安南區,海南里,2
2015/08/28,北區,安民里,3
2015/08/28,安南區,淵中里,1
2015/08/28,安南區,幸福里,1
2015/08/28,北區,小康里,2
2015/08/28,安南區,溪墘里,2
2015/08/28,東區,崇文里,1
2015/08/28,永康區,甲頂里,1
2015/08/28,南區,府南里,1
2015/08/28,下營區,開化里,1
2015/08/28,仁德區,仁德里,1
2015/08/28,中西區,銀同里,1
2015/08/28,仁德區,中生里,1
2015/08/28,南區,新興里,5
2015/08/28,中西區,安海里,7
2015/08/28,中西區,民生里,1
2015/08/28,佳里區,安西里,2
2015/08/28,中西區,中正里,4
2015/08/28,新營區,民榮里,1
2015/08/28,東區,小東里,2
2015/08/28,安南區,安富里,3
2015/08/28,東區,文聖里,1
2015/08/28,永康區,復興里,1
2015/08/28,永康區,成功里,1
2015/08/28,中西區,赤嵌里,2
2015/08/28,中西區,協和里,3
2015/08/28,北區,六甲里,2
2015/08/28,永康區,大橋里,4
2015/08/28,南區,明亮里,4
2015/08/28,中西區,協進里,1
2015/08/28,北區,國姓里,1
2015/08/28,東區,富強里,1
2015/08/28,南區,大成里,1
2015/08/28,東區,仁和里,1
2015/08/28,北區,光武里,1
2015/08/28,新營區,延平里,2
2015/08/28,安南區,公親里,1
2015/08/28,安南區,鳳凰里,1
2015/08/28,東區,大智里,2
2015/08/28,麻豆區,穀興里,1
2015/08/28,南區,廣州里,2
2015/08/28,東區,成大里,2
