CODE2,CODE1,CODEBASE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
A6712-08,A6712-08-008,A6712-0201-00,89,243,122,121,103Y12M
A6712-08,A6712-08-009,A6712-0202-00,52,144,73,71,103Y12M
A6712-08,A6712-08-010,A6712-0213-00,76,189,88,101,103Y12M
A6712-09,A6712-09-001,A6712-0177-00,67,199,96,103,103Y12M
A6712-09,A6712-09-001,A6712-0184-00,42,148,77,71,103Y12M
A6712-09,A6712-09-002,A6712-0185-00,38,124,60,64,103Y12M
A6712-09,A6712-09-002,A6712-0192-00,92,297,156,141,103Y12M
A6712-09,A6712-09-003,A6712-0188-00,53,179,84,95,103Y12M
A6712-09,A6712-09-003,A6712-0196-00,35,125,59,66,103Y12M
A6712-09,A6712-09-004,A6712-0194-00,48,134,66,68,103Y12M
A6712-09,A6712-09-004,A6712-0195-00,43,157,70,87,103Y12M
A6712-09,A6712-09-005,A6712-0200-00,67,198,89,109,103Y12M
A6712-09,A6712-09-005,A6712-0203-00,54,173,92,81,103Y12M
A6712-09,A6712-09-006,A6712-0212-00,111,311,155,156,103Y12M
A6712-09,A6712-09-007,A6712-0208-00,103,345,178,167,103Y12M
A6712-09,A6712-09-008,A6712-0209-00,45,151,73,78,103Y12M
A6712-09,A6712-09-008,A6712-0215-00,9,20,14,6,103Y12M
A6712-09,A6712-09-008,A6712-0216-00,34,101,47,54,103Y12M
A6712-09,A6712-09-009,A6712-0214-00,96,302,137,165,103Y12M
A6712-10,A6712-10-001,A6712-0129-00,67,193,103,90,103Y12M
A6712-10,A6712-10-001,A6712-0132-00,13,35,20,15,103Y12M
A6712-10,A6712-10-002,A6712-0142-00,88,232,111,121,103Y12M
A6712-10,A6712-10-002,A6712-0146-00,44,119,60,59,103Y12M
A6712-10,A6712-10-003,A6712-0138-00,38,111,59,52,103Y12M
A6712-10,A6712-10-003,A6712-0152-00,3,15,8,7,103Y12M
A6712-10,A6712-10-003,A6712-0154-00,44,120,66,54,103Y12M
A6712-10,A6712-10-004,A6712-0134-00,37,106,57,49,103Y12M
A6712-10,A6712-10-004,A6712-0140-00,17,51,28,23,103Y12M
A6712-10,A6712-10-004,A6712-0147-00,7,24,12,12,103Y12M
A6712-10,A6712-10-004,A6712-0176-00,2,5,3,2,103Y12M
A6712-10,A6712-10-005,A6712-0151-00,41,107,46,61,103Y12M
A6712-10,A6712-10-005,A6712-0155-00,48,138,72,66,103Y12M
A6712-10,A6712-10-005,A6712-0178-00,7,25,13,12,103Y12M
A6712-10,A6712-10-006,A6712-0148-00,151,403,198,205,103Y12M
A6712-10,A6712-10-006,A6712-0170-00,4,24,11,13,103Y12M
A6712-10,A6712-10-006,A6712-0204-00,25,76,41,35,103Y12M
A6712-10,A6712-10-006,A6712-0205-00,31,106,52,54,103Y12M
A6712-10,A6712-10-006,A6712-0211-00,6,10,5,5,103Y12M
A6712-10,A6712-10-007,A6712-0207-00,102,314,157,157,103Y12M
A6712-10,A6712-10-008,A6712-0251-00,123,393,184,209,103Y12M
A6712-10,A6712-10-009,A6712-0260-00,57,147,66,81,103Y12M
A6712-10,A6712-10-009,A6712-0266-00,89,295,142,153,103Y12M
A6712-11,A6712-11-001,A6712-0218-00,72,186,98,88,103Y12M
A6712-11,A6712-11-001,A6712-0220-00,62,181,80,101,103Y12M
A6712-11,A6712-11-002,A6712-0217-00,54,152,70,82,103Y12M
A6712-11,A6712-11-002,A6712-0230-00,31,96,51,45,103Y12M
A6712-11,A6712-11-003,A6712-0232-00,110,282,131,151,103Y12M
A6712-11,A6712-11-004,A6712-0234-00,81,215,94,121,103Y12M
A6712-11,A6712-11-005,A6712-0240-00,86,231,126,105,103Y12M
A6712-11,A6712-11-006,A6712-0243-00,101,271,134,137,103Y12M
A6712-11,A6712-11-007,A6712-0246-00,117,330,162,168,103Y12M
A6712-11,A6712-11-008,A6712-0253-00,60,207,98,109,103Y12M
A6712-11,A6712-11-008,A6712-0259-00,47,130,67,63,103Y12M
A6712-11,A6712-11-009,A6712-0258-00,67,191,99,92,103Y12M
A6712-11,A6712-11-010,A6712-0262-00,129,429,221,208,103Y12M
A6712-12,A6712-12-001,A6712-0224-00,48,136,67,69,103Y12M
A6712-12,A6712-12-001,A6712-0226-00,79,230,104,126,103Y12M
A6712-12,A6712-12-002,A6712-0225-00,66,193,93,100,103Y12M
A6712-12,A6712-12-003,A6712-0229-00,62,160,75,85,103Y12M
A6712-12,A6712-12-004,A6712-0233-00,119,386,192,194,103Y12M
A6712-12,A6712-12-005,A6712-0235-00,79,202,105,97,103Y12M
A6712-12,A6712-12-006,A6712-0236-00,39,120,57,63,103Y12M
A6712-12,A6712-12-006,A6712-0237-00,69,175,80,95,103Y12M
A6712-12,A6712-12-007,A6712-0247-00,59,119,53,66,103Y12M
A6712-12,A6712-12-007,A6712-0248-00,60,154,74,80,103Y12M
A6712-12,A6712-12-008,A6712-0250-00,46,122,53,69,103Y12M
A6712-12,A6712-12-008,A6712-0254-00,73,213,103,110,103Y12M
A6712-12,A6712-12-009,A6712-0257-00,114,323,148,175,103Y12M
A6712-12,A6712-12-010,A6712-0261-00,47,130,64,66,103Y12M
A6712-12,A6712-12-010,A6712-0263-00,70,196,92,104,103Y12M
A6712-13,A6712-13-001,A6712-0231-00,54,167,76,91,103Y12M
A6712-13,A6712-13-001,A6712-0241-00,63,199,99,100,103Y12M
A6712-13,A6712-13-002,A6712-0242-00,136,424,215,209,103Y12M
A6712-13,A6712-13-003,A6712-0245-00,157,416,175,241,103Y12M
A6712-13,A6712-13-004,A6712-0252-00,90,270,132,138,103Y12M
A6712-13,A6712-13-005,A6712-0255-00,152,468,228,240,103Y12M
A6712-13,A6712-13-006,A6712-0256-00,61,158,71,87,103Y12M
A6712-13,A6712-13-007,A6712-0265-00,118,387,181,206,103Y12M
A6712-13,A6712-13-008,A6712-0279-00,49,164,79,85,103Y12M
A6712-13,A6712-13-008,A6712-0280-00,47,153,80,73,103Y12M
A6712-13,A6712-13-009,A6712-0277-00,39,150,66,84,103Y12M
A6712-13,A6712-13-009,A6712-0278-00,45,150,78,72,103Y12M
A6712-13,A6712-13-009,A6712-0301-00,20,56,26,30,103Y12M
A6712-14,A6712-14-001,A6712-0264-00,76,182,86,96,103Y12M
A6712-14,A6712-14-001,A6712-0273-00,39,115,57,58,103Y12M
A6712-14,A6712-14-002,A6712-0268-00,95,284,131,153,103Y12M
A6712-14,A6712-14-003,A6712-0270-00,66,144,51,93,103Y12M
A6712-14,A6712-14-004,A6712-0271-00,128,379,196,183,103Y12M
A6712-14,A6712-14-005,A6712-0274-00,70,192,87,105,103Y12M
A6712-14,A6712-14-005,A6712-0281-00,80,218,94,124,103Y12M
A6712-14,A6712-14-006,A6712-0290-00,164,473,224,249,103Y12M
A6712-14,A6712-14-007,A6712-0285-00,31,79,34,45,103Y12M
A6712-14,A6712-14-007,A6712-0293-00,124,355,169,186,103Y12M
A6712-14,A6712-14-008,A6712-0303-00,64,192,106,86,103Y12M
A6712-14,A6712-14-008,A6712-0308-00,22,59,30,29,103Y12M
A6712-14,A6712-14-009,A6712-0296-00,20,67,33,34,103Y12M
A6712-14,A6712-14-009,A6712-0297-00,49,144,72,72,103Y12M
A6712-14,A6712-14-009,A6712-0321-00,93,257,138,119,103Y12M
A6712-15,A6712-15-001,A6712-0269-00,74,239,122,117,103Y12M
A6712-15,A6712-15-002,A6712-0272-00,68,147,68,79,103Y12M
A6712-15,A6712-15-002,A6712-0284-00,59,166,77,89,103Y12M
A6712-15,A6712-15-003,A6712-0282-00,77,254,113,141,103Y12M
A6712-15,A6712-15-004,A6712-0275-00,42,118,59,59,103Y12M
A6712-15,A6712-15-004,A6712-0286-00,36,130,64,66,103Y12M
A6712-15,A6712-15-005,A6712-0276-00,62,204,105,99,103Y12M
A6712-15,A6712-15-005,A6712-0287-00,36,120,64,56,103Y12M
A6712-15,A6712-15-006,A6712-0289-00,77,232,112,120,103Y12M
A6712-15,A6712-15-007,A6712-0291-00,89,253,120,133,103Y12M
A6712-15,A6712-15-008,A6712-0302-00,54,152,83,69,103Y12M
A6712-15,A6712-15-008,A6712-0305-00,48,127,73,54,103Y12M
A6712-15,A6712-15-009,A6712-0314-00,129,406,208,198,103Y12M
A6712-15,A6712-15-010,A6712-0324-00,120,370,193,177,103Y12M
A6712-16,A6712-16-001,A6712-0288-00,68,155,73,82,103Y12M
A6712-16,A6712-16-001,A6712-0298-00,78,229,109,120,103Y12M
A6712-16,A6712-16-002,A6712-0300-00,57,162,82,80,103Y12M
A6712-16,A6712-16-002,A6712-0309-00,59,194,89,105,103Y12M
A6712-16,A6712-16-003,A6712-0310-00,70,198,87,111,103Y12M
A6712-16,A6712-16-003,A6712-0317-00,63,176,91,85,103Y12M
A6712-16,A6712-16-004,A6712-0313-00,66,206,104,102,103Y12M
A6712-16,A6712-16-004,A6712-0315-00,54,146,78,68,103Y12M
A6712-16,A6712-16-005,A6712-0328-00,21,65,32,33,103Y12M
A6712-16,A6712-16-005,A6712-0329-00,73,214,102,112,103Y12M
A6712-16,A6712-16-006,A6712-0330-00,35,105,61,44,103Y12M
A6712-16,A6712-16-006,A6712-0337-00,84,252,122,130,103Y12M
A6712-16,A6712-16-007,A6712-0327-00,52,149,72,77,103Y12M
A6712-16,A6712-16-007,A6712-0336-00,60,169,80,89,103Y12M
A6712-16,A6712-16-007,A6712-0349-00,39,110,60,50,103Y12M
A6712-16,A6712-16-007,A6712-0352-00,34,88,45,43,103Y12M
A6712-16,A6712-16-008,A6712-0338-00,115,304,149,155,103Y12M
A6712-16,A6712-16-008,A6712-0347-00,45,131,63,68,103Y12M
A6712-16,A6712-16-008,A6712-0351-00,65,171,84,87,103Y12M
A6712-17,A6712-17-001,A6712-0294-00,38,107,53,54,103Y12M
A6712-17,A6712-17-001,A6712-0295-00,66,197,97,100,103Y12M
A6712-17,A6712-17-001,A6712-0299-00,45,161,86,75,103Y12M
A6712-17,A6712-17-002,A6712-0306-00,85,287,134,153,103Y12M
A6712-17,A6712-17-003,A6712-0304-00,82,239,117,122,103Y12M
A6712-17,A6712-17-003,A6712-0312-00,69,194,97,97,103Y12M
A6712-17,A6712-17-004,A6712-0307-00,77,225,115,110,103Y12M
A6712-17,A6712-17-004,A6712-0316-00,71,229,101,128,103Y12M
A6712-17,A6712-17-005,A6712-0318-00,92,292,143,149,103Y12M
A6712-17,A6712-17-006,A6712-0325-00,46,187,96,91,103Y12M
A6712-17,A6712-17-006,A6712-0332-00,63,195,92,103,103Y12M
A6712-17,A6712-17-007,A6712-0331-00,66,246,119,127,103Y12M
A6712-17,A6712-17-007,A6712-0333-00,39,118,59,59,103Y12M
A6712-17,A6712-17-008,A6712-0341-00,46,156,86,70,103Y12M
A6712-17,A6712-17-008,A6712-0343-00,54,179,88,91,103Y12M
A6712-18,A6712-18-001,A6712-0244-00,33,83,47,36,103Y12M
A6712-18,A6712-18-001,A6712-0249-00,47,131,72,59,103Y12M
A6712-18,A6712-18-002,A6712-0267-00,73,229,113,116,103Y12M
A6712-18,A6712-18-002,A6712-0283-00,28,78,37,41,103Y12M
A6712-18,A6712-18-003,A6712-0323-00,55,151,76,75,103Y12M
A6712-18,A6712-18-003,A6712-0326-00,46,157,76,81,103Y12M
A6712-18,A6712-18-004,A6712-0319-00,12,30,17,13,103Y12M
A6712-18,A6712-18-004,A6712-0320-00,10,29,16,13,103Y12M
A6712-18,A6712-18-004,A6712-0322-00,2,9,4,5,103Y12M
A6712-18,A6712-18-004,A6712-0345-00,9,25,12,13,103Y12M
A6712-18,A6712-18-004,A6712-0348-00,69,218,112,106,103Y12M
A6712-18,A6712-18-005,A6712-0335-00,110,329,163,166,103Y12M
A6712-18,A6712-18-005,A6712-0342-00,45,125,61,64,103Y12M
A6712-18,A6712-18-006,A6712-0355-00,153,491,238,253,103Y12M
A6712-18,A6712-18-007,A6712-0361-00,99,293,144,149,103Y12M
A6712-18,A6712-18-007,A6712-0363-00,63,212,103,109,103Y12M
A6712-18,A6712-18-008,A6712-0362-00,4,14,7,7,103Y12M
A6712-18,A6712-18-008,A6712-0364-00,82,247,121,126,103Y12M
A6712-18,A6712-18-008,A6712-0367-00,56,160,79,81,103Y12M
A6712-18,A6712-18-008,A6712-0374-00,3,9,2,7,103Y12M
A6712-18,A6712-18-008,A6712-0376-00,1,1,1,0,103Y12M
A6712-19,A6712-19-001,A6712-0292-00,33,106,51,55,103Y12M
A6712-19,A6712-19-001,A6712-0311-00,33,107,55,52,103Y12M
A6712-19,A6712-19-001,A6712-0334-00,37,118,60,58,103Y12M
A6712-19,A6712-19-001,A6712-0368-00,4,22,11,11,103Y12M
A6712-19,A6712-19-002,A6712-0344-00,97,280,132,148,103Y12M
A6712-19,A6712-19-003,A6712-0366-00,81,210,122,88,103Y12M
A6712-19,A6712-19-004,A6712-0369-00,44,131,73,58,103Y12M
A6712-19,A6712-19-004,A6712-0372-00,30,112,59,53,103Y12M
A6712-19,A6712-19-005,A6712-0371-00,10,27,13,14,103Y12M
A6712-19,A6712-19-005,A6712-0378-00,32,97,46,51,103Y12M
A6712-19,A6712-19-006,A6712-0375-00,42,130,71,59,103Y12M
A6712-19,A6712-19-007,A6712-0379-00,72,221,106,115,103Y12M
A6712-19,A6712-19-008,A6712-0373-00,1,3,2,1,103Y12M
A6712-19,A6712-19-008,A6712-0380-00,5,12,5,7,103Y12M
A6712-19,A6712-19-008,A6712-0381-00,19,61,32,29,103Y12M
A6712-19,A6712-19-008,A6712-0382-00,2,6,3,3,103Y12M
A6712-19,A6712-19-008,A6712-0385-00,53,136,66,70,103Y12M
A6712-19,A6712-19-009,A6712-0389-00,78,201,113,88,103Y12M
A6712-19,A6712-19-009,A6712-0391-00,33,118,58,60,103Y12M
A6712-19,A6712-19-009,A6712-0393-00,26,60,33,27,103Y12M
A6712-19,A6712-19-010,A6712-0387-00,3,6,4,2,103Y12M
A6712-19,A6712-19-010,A6712-0400-00,84,268,140,128,103Y12M
A6712-19,A6712-19-011,A6712-0392-00,79,224,108,116,103Y12M
A6712-19,A6712-19-012,A6712-0395-00,46,101,60,41,103Y12M
A6712-19,A6712-19-012,A6712-0397-00,61,171,94,77,103Y12M
A6712-19,A6712-19-012,A6712-0398-00,26,79,36,43,103Y12M
A6712-20,A6712-20-001,A6712-0339-00,75,225,89,136,103Y12M
A6712-20,A6712-20-001,A6712-0346-00,115,283,137,146,103Y12M
A6712-20,A6712-20-002,A6712-0353-00,44,130,65,65,103Y12M
A6712-20,A6712-20-002,A6712-0359-00,47,164,82,82,103Y12M
A6712-20,A6712-20-003,A6712-0356-00,76,233,120,113,103Y12M
A6712-20,A6712-20-004,A6712-0354-00,83,248,108,140,103Y12M
A6712-20,A6712-20-004,A6712-0358-00,38,126,51,75,103Y12M
A6712-20,A6712-20-004,A6712-0360-00,33,125,68,57,103Y12M
A6712-20,A6712-20-005,A6712-0357-00,159,516,254,262,103Y12M
A6712-20,A6712-20-006,A6712-0365-00,160,390,186,204,103Y12M
A6712-20,A6712-20-007,A6712-0370-00,28,89,41,48,103Y12M
A6712-20,A6712-20-007,A6712-0377-00,6,18,10,8,103Y12M
A6712-20,A6712-20-008,A6712-0384-00,5,9,4,5,103Y12M
A6712-20,A6712-20-008,A6712-0388-00,49,130,69,61,103Y12M
A6712-20,A6712-20-008,A6712-0390-00,18,44,26,18,103Y12M
A6712-20,A6712-20-008,A6712-0394-00,27,76,34,42,103Y12M
A6712-20,A6712-20-008,A6712-0399-00,7,16,7,9,103Y12M
A6712-20,A6712-20-009,A6712-0396-00,46,137,75,62,103Y12M
A6712-20,A6712-20-009,A6712-0401-00,43,116,60,56,103Y12M
A6712-20,A6712-20-009,A6712-0402-00,24,77,38,39,103Y12M
A6712-20,A6712-20-010,A6712-0403-00,42,116,60,56,103Y12M
A6712-20,A6712-20-010,A6712-0404-00,20,61,34,27,103Y12M
A6712-20,A6712-20-010,A6712-0405-00,45,140,72,68,103Y12M
A6713-02,A6713-02-001,A6713-0003-00,66,189,108,81,103Y12M
A6713-02,A6713-02-001,A6713-0004-00,70,204,110,94,103Y12M
A6713-02,A6713-02-002,A6713-0002-00,1,1,1,0,103Y12M
A6713-02,A6713-02-002,A6713-0005-00,15,31,16,15,103Y12M
A6713-02,A6713-02-002,A6713-0006-00,39,86,47,39,103Y12M
A6713-02,A6713-02-002,A6713-0009-00,18,47,26,21,103Y12M
A6713-02,A6713-02-002,A6713-0018-00,99,219,126,93,103Y12M
A6713-02,A6713-02-003,A6713-0008-00,1,1,1,0,103Y12M
A6713-02,A6713-02-003,A6713-0011-00,2,6,4,2,103Y12M
A6713-02,A6713-02-003,A6713-0012-00,1,3,2,1,103Y12M
A6713-02,A6713-02-003,A6713-0017-00,54,157,83,74,103Y12M
A6713-02,A6713-02-003,A6713-0019-00,13,20,14,6,103Y12M
A6713-02,A6713-02-003,A6713-0021-00,4,11,4,7,103Y12M
A6713-02,A6713-02-003,A6713-0022-00,35,75,45,30,103Y12M
A6713-02,A6713-02-004,A6713-0007-00,52,143,77,66,103Y12M
A6713-02,A6713-02-004,A6713-0010-00,9,36,17,19,103Y12M
A6713-02,A6713-02-004,A6713-0013-00,9,27,9,18,103Y12M
A6713-02,A6713-02-004,A6713-0016-00,5,18,9,9,103Y12M
A6713-02,A6713-02-004,A6713-0020-00,2,2,0,2,103Y12M
A6713-02,A6713-02-004,A6713-0023-00,6,19,9,10,103Y12M
A6713-02,A6713-02-004,A6713-0027-00,11,32,17,15,103Y12M
A6713-02,A6713-02-005,A6713-0024-00,65,152,83,69,103Y12M
A6713-02,A6713-02-005,A6713-0026-00,34,107,52,55,103Y12M
A6713-02,A6713-02-005,A6713-0028-00,5,16,10,6,103Y12M
A6713-02,A6713-02-005,A6713-0029-00,10,30,11,19,103Y12M
A6713-02,A6713-02-005,A6713-0030-00,7,21,9,12,103Y12M
A6713-04,A6713-04-001,A6713-0041-00,16,49,26,23,103Y12M
A6713-04,A6713-04-001,A6713-0048-00,67,151,80,71,103Y12M
A6713-04,A6713-04-001,A6713-0054-00,82,182,99,83,103Y12M
A6713-04,A6713-04-002,A6713-0046-00,6,16,7,9,103Y12M
A6713-04,A6713-04-002,A6713-0053-00,136,376,194,182,103Y12M
A6713-04,A6713-04-003,A6713-0057-00,141,350,202,148,103Y12M
A6713-04,A6713-04-004,A6713-0049-00,52,164,84,80,103Y12M
A6713-04,A6713-04-004,A6713-0055-00,62,169,95,74,103Y12M
A6713-04,A6713-04-004,A6713-0060-00,35,83,45,38,103Y12M
A6713-04,A6713-04-004,A6713-0061-00,5,15,6,9,103Y12M
A6713-04,A6713-04-005,A6713-0062-00,32,96,48,48,103Y12M
A6713-04,A6713-04-005,A6713-0064-00,40,92,59,33,103Y12M
A6713-04,A6713-04-006,A6713-0063-00,80,200,109,91,103Y12M
A6713-05,A6713-05-001,A6713-0025-00,10,29,14,15,103Y12M
A6713-05,A6713-05-001,A6713-0031-00,10,24,9,15,103Y12M
A6713-05,A6713-05-001,A6713-0032-00,8,18,7,11,103Y12M
A6713-05,A6713-05-001,A6713-0034-00,2,4,2,2,103Y12M
A6713-05,A6713-05-001,A6713-0035-00,3,10,5,5,103Y12M
A6713-05,A6713-05-001,A6713-0036-00,3,6,4,2,103Y12M
A6713-05,A6713-05-001,A6713-0037-00,5,10,9,1,103Y12M
A6713-05,A6713-05-001,A6713-0038-00,12,43,21,22,103Y12M
A6713-05,A6713-05-001,A6713-0039-00,1,4,3,1,103Y12M
A6713-05,A6713-05-001,A6713-0045-00,3,6,2,4,103Y12M
A6713-05,A6713-05-001,A6713-0051-00,4,8,3,5,103Y12M
A6713-05,A6713-05-001,A6713-0052-00,27,60,31,29,103Y12M
A6713-05,A6713-05-001,A6713-0066-00,3,11,6,5,103Y12M
A6713-05,A6713-05-001,A6713-0067-00,13,28,13,15,103Y12M
A6713-05,A6713-05-001,A6713-0072-00,1,4,2,2,103Y12M
A6713-05,A6713-05-001,A6713-0076-00,5,8,5,3,103Y12M
A6713-05,A6713-05-002,A6713-0040-00,11,23,13,10,103Y12M
A6713-05,A6713-05-002,A6713-0056-00,2,4,2,2,103Y12M
A6713-05,A6713-05-002,A6713-0069-00,13,45,29,16,103Y12M
A6713-05,A6713-05-002,A6713-0074-00,38,104,55,49,103Y12M
A6713-05,A6713-05-002,A6713-0081-00,17,41,19,22,103Y12M
A6713-05,A6713-05-003,A6713-0050-00,76,195,108,87,103Y12M
A6713-05,A6713-05-003,A6713-0058-00,2,2,1,1,103Y12M
A6713-05,A6713-05-003,A6713-0059-00,3,6,4,2,103Y12M
A6713-05,A6713-05-003,A6713-0065-00,8,24,11,13,103Y12M
A6713-05,A6713-05-004,A6713-0043-00,6,16,8,8,103Y12M
A6713-05,A6713-05-004,A6713-0071-00,1,1,0,1,103Y12M
A6713-05,A6713-05-004,A6713-0073-00,2,7,4,3,103Y12M
A6713-05,A6713-05-004,A6713-0080-00,2,8,2,6,103Y12M
A6713-05,A6713-05-004,A6713-0083-00,2,10,2,8,103Y12M
A6713-05,A6713-05-004,A6713-0084-00,3,6,3,3,103Y12M
A6713-05,A6713-05-004,A6713-0086-00,5,7,5,2,103Y12M
A6713-05,A6713-05-004,A6713-0101-00,15,41,20,21,103Y12M
A6713-05,A6713-05-004,A6713-0107-00,10,27,15,12,103Y12M
A6713-05,A6713-05-004,A6713-0118-00,25,54,27,27,103Y12M
A6713-05,A6713-05-004,A6713-0124-00,13,44,20,24,103Y12M
A6713-05,A6713-05-005,A6713-0068-00,9,29,11,18,103Y12M
A6713-05,A6713-05-005,A6713-0075-00,4,15,7,8,103Y12M
A6713-05,A6713-05-005,A6713-0077-00,3,7,3,4,103Y12M
A6713-05,A6713-05-005,A6713-0079-00,23,53,27,26,103Y12M
A6713-05,A6713-05-005,A6713-0082-00,3,12,6,6,103Y12M
A6713-05,A6713-05-005,A6713-0090-00,4,15,7,8,103Y12M
A6713-05,A6713-05-005,A6713-0091-00,11,27,12,15,103Y12M
A6713-05,A6713-05-005,A6713-0100-00,1,3,1,2,103Y12M
A6713-05,A6713-05-006,A6713-0089-00,39,98,49,49,103Y12M
A6713-05,A6713-05-006,A6713-0094-00,65,156,73,83,103Y12M
A6713-05,A6713-05-007,A6713-0088-00,39,121,55,66,103Y12M
A6713-05,A6713-05-007,A6713-0103-00,71,203,106,97,103Y12M
A6713-05,A6713-05-007,A6713-0106-00,9,17,9,8,103Y12M
A6713-05,A6713-05-008,A6713-0097-00,48,113,61,52,103Y12M
A6713-05,A6713-05-008,A6713-0098-00,51,127,66,61,103Y12M
A6713-05,A6713-05-009,A6713-0095-00,77,207,111,96,103Y12M
A6713-05,A6713-05-009,A6713-0102-00,36,99,54,45,103Y12M
A6713-05,A6713-05-010,A6713-0104-00,37,94,48,46,103Y12M
A6713-05,A6713-05-010,A6713-0105-00,49,176,96,80,103Y12M
A6713-05,A6713-05-010,A6713-0115-00,21,58,32,26,103Y12M
A6713-06,A6713-06-001,A6713-0122-00,62,192,99,93,103Y12M
A6713-06,A6713-06-001,A6713-0126-00,44,150,79,71,103Y12M
A6713-06,A6713-06-002,A6713-0134-00,70,179,95,84,103Y12M
A6713-06,A6713-06-003,A6713-0139-00,45,134,69,65,103Y12M
A6713-06,A6713-06-004,A6713-0140-00,79,225,118,107,103Y12M
A6713-06,A6713-06-005,A6713-0141-00,52,154,81,73,103Y12M
A6713-06,A6713-06-006,A6713-0145-00,53,176,88,88,103Y12M
A6713-06,A6713-06-007,A6713-0138-00,55,169,96,73,103Y12M
A6713-06,A6713-06-007,A6713-0150-00,47,125,63,62,103Y12M
A6713-06,A6713-06-007,A6713-0152-00,14,31,18,13,103Y12M
A6713-06,A6713-06-007,A6713-0156-00,30,92,53,39,103Y12M
A6713-06,A6713-06-008,A6713-0151-00,80,208,102,106,103Y12M
A6713-06,A6713-06-009,A6713-0155-00,61,174,96,78,103Y12M
A6713-06,A6713-06-009,A6713-0159-00,83,228,124,104,103Y12M
A6713-06,A6713-06-010,A6713-0157-00,59,166,67,99,103Y12M
A6713-06,A6713-06-011,A6713-0161-00,49,129,61,68,103Y12M
A6713-06,A6713-06-012,A6713-0166-00,73,228,121,107,103Y12M
A6713-06,A6713-06-013,A6713-0168-00,40,129,63,66,103Y12M
A6713-06,A6713-06-013,A6713-0171-00,37,120,58,62,103Y12M
A6713-07,A6713-07-001,A6713-0147-00,124,340,164,176,103Y12M
A6713-07,A6713-07-001,A6713-0149-00,2,5,2,3,103Y12M
A6713-07,A6713-07-002,A6713-0165-00,55,121,58,63,103Y12M
A6713-07,A6713-07-003,A6713-0158-00,57,186,89,97,103Y12M
A6713-07,A6713-07-003,A6713-0169-00,64,166,84,82,103Y12M
A6713-07,A6713-07-004,A6713-0180-00,32,116,63,53,103Y12M
A6713-07,A6713-07-004,A6713-0188-00,42,134,69,65,103Y12M
A6713-07,A6713-07-005,A6713-0184-00,35,120,65,55,103Y12M
A6713-07,A6713-07-005,A6713-0198-00,46,138,65,73,103Y12M
A6713-07,A6713-07-005,A6713-0205-00,71,205,108,97,103Y12M
A6713-07,A6713-07-006,A6713-0189-00,41,116,61,55,103Y12M
A6713-07,A6713-07-006,A6713-0191-00,50,135,58,77,103Y12M
A6713-07,A6713-07-006,A6713-0211-00,39,108,49,59,103Y12M
A6713-07,A6713-07-007,A6713-0195-00,65,175,94,81,103Y12M
A6713-07,A6713-07-007,A6713-0202-00,69,197,93,104,103Y12M
A6713-07,A6713-07-008,A6713-0210-00,51,134,76,58,103Y12M
A6713-07,A6713-07-008,A6713-0221-00,53,173,78,95,103Y12M
A6713-07,A6713-07-009,A6713-0215-00,82,266,135,131,103Y12M
A6713-07,A6713-07-010,A6713-0214-00,45,99,47,52,103Y12M
A6713-07,A6713-07-010,A6713-0225-00,56,175,81,94,103Y12M
A6713-08,A6713-08-001,A6713-0164-00,40,103,51,52,103Y12M
A6713-08,A6713-08-001,A6713-0167-00,69,154,72,82,103Y12M
A6713-08,A6713-08-002,A6713-0173-00,47,123,61,62,103Y12M
A6713-08,A6713-08-002,A6713-0175-00,61,157,81,76,103Y12M
A6713-08,A6713-08-003,A6713-0174-00,90,256,132,124,103Y12M
A6713-08,A6713-08-004,A6713-0181-00,46,101,52,49,103Y12M
A6713-08,A6713-08-004,A6713-0185-00,58,157,89,68,103Y12M
A6713-08,A6713-08-005,A6713-0179-00,55,142,71,71,103Y12M
A6713-08,A6713-08-005,A6713-0182-00,40,113,57,56,103Y12M
A6713-08,A6713-08-005,A6713-0190-00,43,103,48,55,103Y12M
A6713-08,A6713-08-006,A6713-0194-00,86,276,134,142,103Y12M
A6713-08,A6713-08-007,A6713-0197-00,69,188,104,84,103Y12M
A6713-08,A6713-08-008,A6713-0193-00,46,138,67,71,103Y12M
A6713-08,A6713-08-008,A6713-0200-00,50,156,78,78,103Y12M
A6713-08,A6713-08-009,A6713-0199-00,54,126,63,63,103Y12M
A6713-08,A6713-08-009,A6713-0206-00,62,147,84,63,103Y12M
A6713-08,A6713-08-010,A6713-0201-00,49,131,66,65,103Y12M
A6713-08,A6713-08-010,A6713-0203-00,45,121,58,63,103Y12M
A6713-08,A6713-08-011,A6713-0208-00,82,231,107,124,103Y12M
A6713-08,A6713-08-011,A6713-0209-00,37,103,47,56,103Y12M
A6713-09,A6713-09-001,A6713-0111-00,44,118,54,64,103Y12M
A6713-09,A6713-09-001,A6713-0112-00,88,210,112,98,103Y12M
A6713-09,A6713-09-002,A6713-0119-00,45,140,77,63,103Y12M
A6713-09,A6713-09-003,A6713-0114-00,23,96,48,48,103Y12M
A6713-09,A6713-09-003,A6713-0121-00,7,21,12,9,103Y12M
A6713-09,A6713-09-003,A6713-0129-00,28,60,35,25,103Y12M
A6713-09,A6713-09-003,A6713-0148-00,3,10,4,6,103Y12M
